Country,Locality,Site_ID,Site_original,Site_Revised,Plot,Plot_Original,Transect,GPS_Waypoint,Latitude,Longitude,Day,Month,Year,Season,MaxCan,MinCan,MeanCan,MaxVis,MeanVis,TreeS,TreeM,TreeL,TreeTotal,Site_Type_Major,Site_Type_Minor,Transect_Type,Notes
Zambia,Mayukwayukwa,13MYA13_2_1632021,13MYA13,13MYA13,2,2,T1_16321,0316 02,-14.637565,24.126311,16,3,2021,Season 1,12,4,8,100,50,30,3,1,34,Forest,Forest,Forest,Typical primary miombo
Zambia,Mayukwayukwa,13MYA13_3_1632021,13MYA13,13MYA13,3,3,T1_16321,0316 03,-14.63844,24.124703,16,3,2021,Season 1,12,0,8,75,75,12,11,0,23,Forest,Forest,Forest,Open primary miombo
Zambia,Mayukwayukwa,13MYA13_4_1632021,13MYA13,13MYA13,4,4,T1_16321,0316 04,-14.639227,24.123023,16,3,2021,Season 1,12,0,8,75,50,10,2,1,13,Forest,Forest,Forest,Open primary miombo. Some tree cutting
Zambia,Mayukwayukwa,13MYA13_5_1632021,13MYA13,13MYA13,5,5,T1_16321,0316 05,-14.64024,24.121477,16,3,2021,Season 1,12,0,4,60,50,18,3,0,21,Forest,Forest,Forest,Open patch (natural?) in primary miombo
Zambia,Mayukwayukwa,13MYA13_6_1632021,13MYA13,13MYA13,6,6,T1_16321,0316 06,-14.64134,24.119998,16,3,2021,Season 1,12,0,8,100,50,26,3,0,29,Forest,Forest,Forest,Primary miombo with thicket elements. Some tree cutting
Zambia,Mayukwayukwa,12MYA13_7_1632021,12MYA12,12MYA13,1,7,T2_16321,0316 07,-14.642229,24.118372,16,3,2021,Season 1,16,0,6,100,75,12,3,0,15,Forest,Forest,Forest Edge,Open primary miombo
Zambia,Mayukwayukwa,12MYA12_8_1632021,12MYA12,12MYA12,2,8,T2_16321,0316 08,-14.643089,24.116671,16,3,2021,Season 1,20,0,12,100,50,15,4,1,20,Forest,Forest,Forest Edge,High primary miombo
Zambia,Mayukwayukwa,12MYA12_9_1632021,12MYA12,12MYA12,3,9,T2_16321,0316 09,-14.643848,24.114928,16,3,2021,Season 1,12,0,6,100,50,14,5,0,19,Forest,Forest,Forest Edge,Open primary miombo
Zambia,Mayukwayukwa,12MYA12_10_1632021,12MYA12,12MYA12,4,10,T2_16321,0316 10,-14.644695,24.113275,16,3,2021,Season 1,12,0,4,75,50,22,3,0,25,Forest,Forest,Forest Edge,Open primary miombo. Some tree cutting
Zambia,Mayukwayukwa,12MYA12_11_1632021,12MYA12,12MYA12,5,11,T2_16321,0316 11,-14.645542,24.11162,16,3,2021,Season 1,12,8,10,500,75,4,8,0,12,Forest,Forest,Forest Edge,"Primary miombo, close to fields"
Zambia,Mayukwayukwa,11MYA12_12_1632021,12MYA12,11MYA12,6,12,T2_16321,0316 12,-14.646825,24.110278,16,3,2021,Season 1,8,0,0,500,75,0,11,0,11,Forest Edge,Agriculture,Forest Edge,Fields (cassava & maize)
Zambia,Mayukwayukwa,27MYA31_1_1732021,26MYA13,27MYA31,1,1,T1_17321,0317 01,-14.475973,24.251669,17,3,2021,Season 1,18,8,12,100,75,5,5,1,11,Forest,Forest,Forest,Semi-intact miombo/rosewood transition forest
Zambia,Mayukwayukwa,27MYA31_2_1732021,26MYA13,27MYA31,2,2,T1_17321,0317 02,-14.474246,24.252211,17,3,2021,Season 1,18,6,12,200,100,3,6,1,10,Forest,Forest,Forest,Semi-intact miombo/rosewood transition forest
Zambia,Mayukwayukwa,27MYA31_3_1732021,26MYA13,27MYA31,3,3,T1_17321,0317 03,-14.47251,24.252796,17,3,2021,Season 1,12,4,8,200,100,16,4,1,21,Forest,Forest,Forest,Semi-intact miombo/rosewood transition forest
Zambia,Mayukwayukwa,27MYA32_4_1732021,26MYA13,27MYA32,4,4,T1_17321,0317 04,-14.470738,24.25318,17,3,2021,Season 1,15,6,12,200,150,8,3,0,11,Forest,Forest,Forest,Semi-intact miombo/rosewood transition forest
Zambia,Mayukwayukwa,27MYA32_5_1732021,26MYA13,27MYA32,5,5,T1_17321,0317 05,-14.469025,24.253765,17,3,2021,Season 1,15,0,6,200,100,7,1,0,8,Forest,Forest,Forest,Open miombo/rosewood transition forest. Logging and high fire impact
Zambia,Mayukwayukwa,27MYA32_6_1732021,26MYA13,27MYA32,6,6,T1_17321,0317 06,-14.467308,24.254324,17,3,2021,Season 1,12,0,8,200,100,20,3,1,24,Forest,Forest,Forest,Degenerated miombo/rosewood transition forest
Zambia,Mayukwayukwa,28MYA32_7_1732021,27MYA31,28MYA32,1,7,T2_17321,0317 07,-14.465546,24.254757,17,3,2021,Season 1,15,0,8,200,100,10,0,2,12,Forest,Forest,Forest,Open miombo/rosewood transition forest
Zambia,Mayukwayukwa,28MYA32_8_1732021,27MYA31,28MYA32,2,8,T2_17321,0317 08,-14.46398,24.255715,17,3,2021,Season 1,12,0,6,200,100,26,4,1,31,Forest,Forest,Forest,Open miombo/rosewood transition forest. High fire impact
Zambia,Mayukwayukwa,28MYA33_9_1732021,27MYA31,28MYA33,3,9,T2_17321,0317 09,-14.462294,24.2563,17,3,2021,Season 1,15,0,3,200,100,8,0,1,9,Forest,Forest,Forest,Open miombo/rosewood transition forest. Huge fire impact
Zambia,Mayukwayukwa,28MYA33_10_1732021,27MYA31,28MYA33,4,10,T2_17321,0317 10,-14.460508,24.256775,17,3,2021,Season 1,12,0,8,200,50,20,6,0,26,Forest,Forest,Forest,Open miombo/rosewood transition forest
Zambia,Mayukwayukwa,28MYA33_11_1732021,27MYA31,28MYA33,5,11,T2_17321,0317 11,-14.458806,24.257441,17,3,2021,Season 1,20,6,12,200,75,27,1,1,29,Forest,Forest,Forest,Semi-intact miombo/rosewood transition forest
Zambia,Mayukwayukwa,28MYA33_12_1732021,27MYA31,28MYA33,6,12,T2_17321,0317 12,-14.457051,24.257952,17,3,2021,Season 1,18,6,12,100,50,25,5,0,30,Forest,Forest,Forest,Semi-intact miombo/rosewood transition forest
Zambia,Mayukwayukwa,21MYA27_1_1832021,20MYA28,21MYA27,1,1,T1_18321,0318 01,-14.517483,24.195244,18,3,2021,Season 1,5,0,1,500,100,5,0,0,5,Forest Edge,Agriculture,Forest Edge,"50% maize, 50% degraded miombo"
Zambia,Mayukwayukwa,21MYA28_2_1832021,20MYA28,21MYA28,2,2,T1_18321,0318 02,-14.515908,24.194325,18,3,2021,Season 1,12,0,1,500,100,1,0,1,2,Forest Edge,Forest,Forest Edge,Degraded miombo. Wood and charcoal extraction
Zambia,Mayukwayukwa,21MYA28_3_1832021,20MYA28,21MYA28,3,3,T1_18321,0318 03,-14.51434,24.193323,18,3,2021,Season 1,8,0,2,300,75,6,3,0,9,Forest Edge,Forest,Forest Edge,Degraded miombo. Wood and charcoal extraction
Zambia,Mayukwayukwa,21MYA28_4_1832021,20MYA28,21MYA28,4,4,T1_18321,0318 04,-14.512881,24.192245,18,3,2021,Season 1,12,0,5,200,100,6,2,0,8,Forest Edge,Forest,Forest Edge,Degraded miombo. Wood and charcoal extraction
Zambia,Mayukwayukwa,20MYA28_5_1832021,20MYA28,20MYA28,5,5,T1_18321,0318 05,-14.511208,24.191566,18,3,2021,Season 1,10,0,2,200,100,1,2,0,3,Forest Edge,Agriculture,Forest Edge,"25% maize, 25% cassava, 50% degraded miombo"
Zambia,Mayukwayukwa,20MYA28_6_1832021,20MYA28,20MYA28,6,6,T1_18321,0318 06,-14.509495,24.190941,18,3,2021,Season 1,15,0,6,100,50,10,4,0,14,Forest Edge,Agriculture,Forest Edge,"50% semi-intact miombo, 50% fallow fields"
Zambia,Mayukwayukwa,20MYA28_7_1832021,21MYA27,20MYA28,1,7,T2_18321,0318 07,-14.507963,24.189952,18,3,2021,Season 1,12,0,1,300,100,8,0,1,9,Forest Edge,Agriculture,Agriculture,"50% fallow fields, 50% cassava. Fairly intact miombo beyond "
Zambia,Mayukwayukwa,20MYA29_8_1832021,21MYA27,20MYA29,2,8,T2_18321,0318 08,-14.50642,24.18895,18,3,2021,Season 1,18,0,1,300,100,2,0,1,3,Agriculture,Agriculture,Agriculture,50% fallow fields. 25% Strip of bush along road. 25% maize
Zambia,Mayukwayukwa,20MYA29_9_1832021,21MYA27,20MYA29,3,9,T2_18321,0318 09,-14.504969,24.187847,18,3,2021,Season 1,8,0,1,500,200,4,0,0,4,Agriculture,Agriculture,Agriculture,"Open miombo woodland. Charcoal production, Field beyond. Near dambo"
